Company,Origin,Ref,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,Latitude,Longitude
Brasstown aka It's Chocolate,Chuao,1355,2014,70%,U.S.A.,4,Trinitario,Venezuela,37.09024,-95.712891
Brasstown aka It's Chocolate,Cooproagro,1125,2013,72%,U.S.A.,3,Trinitario,Dominican Republic,37.09024,-95.712891
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
Brasstown aka It's Chocolate,Ghana,1129,2013,75%,U.S.A.,3.5,Forastero,Ghana,37.09024,-95.712891
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85%,U.S.A.,3.5,Trinitario,Venezuela,37.09024,-95.712891
Brazen,Elvesia P.,1514,2015,60%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Brazen,Elvesia P.,1514,2015,80%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Brazen,"Alta Verapaz, 2014",1514,2015,70%,U.S.A.,3.5, ,Guatemala,37.09024,-95.712891
Brazen,Ambolikapiky P.,1518,2015,80%,U.S.A.,2.75, ,Madagascar,37.09024,-95.712891
Brazen,Maya Mountain,1518,2015,80%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Brazen,Ambolikapkly P.,1518,2015,60%,U.S.A.,3.25, ,Madagascar,37.09024,-95.712891
Breeze Mill,Jamaica,1149,2013,70%,U.S.A.,3,Trinitario,Jamaica,37.09024,-95.712891
Bright,Somia Plantation,1231,2014,72%,Australia,3,Trinitario,Madagascar,-25.274398,133.775136
Bright,Marabel Farms,1231,2014,70%,Australia,3.5, ,Dominican Republic,-25.274398,133.775136
Bright,"Camino Verde, Balao, Guayas",1231,2014,72%,Australia,3.5, ,Ecuador,-25.274398,133.775136
Bright,Gran Couva,1235,2014,68%,Australia,2.75,Trinitario,Trinidad,-25.274398,133.775136
Britarev,Ecuador,1638,2015,70%,Russia,3.25, ,Ecuador,61.52401,105.318756
Bronx Grrl Chocolate,Dominican Republic,1181,2013,68%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Burnt Fork Bend,Trinidad,1299,2014,72%,U.S.A.,3.25,Trinitario,Trinidad,37.09024,-95.712891
Burnt Fork Bend,Mindo,1299,2014,72%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Burnt Fork Bend,Belize,1303,2014,72%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Burnt Fork Bend,Blend,1303,2014,72%,U.S.A.,3.25,Blend, ,37.09024,-95.712891
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60%,U.S.A.,2.5, ,Ecuador,37.09024,-95.712891
Cacao Arabuco,Puerto Rico,1606,2015,70%,Puerto Rico,2.5, ,Puerto Rico,18.220833,-66.590149
Cacao Atlanta,Tumbes,1215,2014,75%,U.S.A.,2.5,Criollo,Peru,37.09024,-95.712891
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Cacao Atlanta,Patanemo,600,2010,75%,U.S.A.,2.25, ,Venezuela,37.09024,-95.712891
Cacao Barry,Grand 'Anse,1716,2016,65%,France,3.5,"Trinitario, Criollo",Haiti,46.227638,2.213749
Cacao Barry,Santo Domingo,586,2010,70%,France,3, ,Dominican Republic,46.227638,2.213749
Cacao Barry,Tanzania,300,2008,75%,France,2, ,Tanzania,46.227638,2.213749
Cacao Barry,Venezuela,141,2007,72%,France,2, ,Venezuela,46.227638,2.213749
Cacao Barry,Mexico,147,2007,66%,France,3, ,Mexico,46.227638,2.213749
Cacao de Origen,Chuao,1688,2015,77%,Venezuela,3.5,Trinitario,Venezuela,6.42375,-66.58973
Cacao de Origen,Rio Caribe,1692,2015,75%,Venezuela,3.25,Trinitario,Venezuela,6.42375,-66.58973
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75%,Venezuela,2.5, ,Venezuela,6.42375,-66.58973
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74%,Venezuela,3.25, ,Venezuela,6.42375,-66.58973
Cacao de Origen,"Chuao, Aragua region",1391,2014,75%,Venezuela,3.5,Trinitario,Venezuela,6.42375,-66.58973
Cacao de Origen,"Chuao, Aragua region",1395,2014,70%,Venezuela,3.75,Trinitario,Venezuela,6.42375,-66.58973
Cacao de Origin,Hacienda la Trinidad,1668,2015,74%,Venezuela,3.25, ,Venezuela,6.42375,-66.58973
Cacao Hunters,Macondo,1816,2016,71%,Colombia,3.75, ,Colombia,4.570868,-74.297333
Cacao Hunters,Perla Negra,1816,2016,74%,Colombia,3.75, ,Colombia,4.570868,-74.297333
Cacao Hunters,Arhuacos,1662,2015,72%,Colombia,3.75, ,Colombia,4.570868,-74.297333
Cacao Hunters,Sierra Nevada,1430,2014,64%,Colombia,3.5, ,Colombia,4.570868,-74.297333
Cacao Hunters,Tumaco,1430,2014,70%,Colombia,3.5, ,Colombia,4.570868,-74.297333
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69%,Colombia,2.75, ,Colombia,4.570868,-74.297333
Cacao Hunters,Arauca,1434,2014,70%,Colombia,3.25, ,Colombia,4.570868,-74.297333
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70%,U.S.A.,3.5,Trinitario,Honduras,37.09024,-95.712891
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72%,U.S.A.,3.75,Criollo,Dominican Republic,37.09024,-95.712891
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Cacao Prieto,Dominican Republic,641,2011,66%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Cacao Prieto,"Dominican Republic, rustic",647,2011,65%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Cacao Sampaka,"Mahali, Kasai",1908,2016,70%,Spain,3.5,Criollo,Congo,40.46366700000001,-3.74922
Cacao Sampaka,Madagascar,508,2010,71%,Spain,3.5,Trinitario,Madagascar,40.46366700000001,-3.74922
Cacao Sampaka,Ecuador,523,2010,71%,Spain,3.75, ,Ecuador,40.46366700000001,-3.74922
Cacao Sampaka,Papua,523,2010,71%,Spain,4, ,Papua New Guinea,40.46366700000001,-3.74922
Cacao Sampaka,Grenada,537,2010,71%,Spain,3.25,Trinitario,Grenada,40.46366700000001,-3.74922
Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.5, ,Venezuela,40.46366700000001,-3.74922
Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.5, ,Venezuela,40.46366700000001,-3.74922
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70%,Spain,4,Criollo,Mexico,40.46366700000001,-3.74922
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70%,Spain,4,Criollo,Mexico,40.46366700000001,-3.74922
Cacao Store,Madagascar,1684,2015,70%,Japan,3,Trinitario,Madagascar,36.204824,138.252924
Cacao Store,Peru,1684,2015,70%,Japan,3.25, ,Peru,36.204824,138.252924
Cacao Store,Vietnam,1684,2015,70%,Japan,3.5,Trinitario,Vietnam,36.204824,138.252924
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70%,Peru,3.25, ,Peru,-9.189967,-75.015152
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63%,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71%,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82%,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91%,Ecuador,1.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Callebaut,Grenade,296,2008,60%,Belgium,2.75,Trinitario,Grenada,50.503887,4.469936
Callebaut,Baking,141,2007,70%,Belgium,1, ,Ecuador,50.503887,4.469936
C-Amaro,Cuba,1442,2014,75%,Italy,2.5, ,Cuba,41.87194,12.56738
C-Amaro,Dominican Republic,1442,2014,72%,Italy,3, ,Dominican Republic,41.87194,12.56738
C-Amaro,"Lago di Como, Blu",1442,2014,70%,Italy,3.5,Blend, ,41.87194,12.56738
C-Amaro,Ecuador,1185,2013,100%,Italy,3.5, ,Ecuador,41.87194,12.56738
C-Amaro,Venezuela,809,2012,80%,Italy,3, ,Venezuela,41.87194,12.56738
C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome,41.87194,12.56738
C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinitario,Trinidad,41.87194,12.56738
Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela,37.09024,-95.712891
Cao,Tanzania,1804,2016,73%,U.S.A.,2.75, ,Tanzania,37.09024,-95.712891
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3,Criollo,Venezuela,37.09024,-95.712891
Cao,Bolivia,1808,2016,75%,U.S.A.,3, ,Bolivia,37.09024,-95.712891
Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Trinitario,Brazil,37.09024,-95.712891
Caoni (Tulicorp),Esmeraldas,237,2008,77%,Ecuador,2,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Caoni (Tulicorp),Manabi,237,2008,77%,Ecuador,2.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Caoni (Tulicorp),Los Rios,245,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Caoni (Tulicorp),Manabi,266,2008,55%,Ecuador,3,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Caoni (Tulicorp),Los Rios,269,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Caoni (Tulicorp),Esmeraldas,269,2008,55%,Ecuador,3.5,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70%,New Zealand,3.5,Trinitario,Papua New Guinea,-40.900557,174.885971
Captain Pembleton,Kulili Estate,1263,2014,70%,New Zealand,3.75, ,Papua New Guinea,-40.900557,174.885971
Caribeans,"Antigua, Special Reserve",1582,2015,72%,Costa Rica,3.5, ,Guatemala,9.748916999999999,-83.753428
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72%,Costa Rica,3.25, ,Costa Rica,9.748916999999999,-83.753428
Caribeans,Anselmo Paraiso Estate,1586,2015,72%,Costa Rica,3.5, ,Costa Rica,9.748916999999999,-83.753428
Caribeans,Costa Rica,841,2012,72%,Costa Rica,3,Forastero,Costa Rica,9.748916999999999,-83.753428
Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica,9.748916999999999,-83.753428
Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3,Trinitario,Colombia,4.570868,-74.297333
Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,4.570868,-74.297333
Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,4.570868,-74.297333
Carlotta Chocolat,Huila,1888,2016,65%,Colombia,3.5,Trinitario,Colombia,4.570868,-74.297333
Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.5,CCN51,Colombia,4.570868,-74.297333
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72%,U.S.A.,4,Trinitario,Belize,37.09024,-95.712891
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72%,U.S.A.,3.5,Trinitario,Honduras,37.09024,-95.712891
Castronovo,"Duarte, Batch 360",1570,2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic,37.09024,-95.712891
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72%,U.S.A.,3.5, ,Venezuela,37.09024,-95.712891
Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.5,"Criollo, Trinitario",Colombia,37.09024,-95.712891
Castronovo,Arauca,1371,2014,76%,U.S.A.,3.5,"Criollo, Trinitario",Colombia,37.09024,-95.712891
Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Trinitario,Dominican Republic,37.09024,-95.712891
Castronovo,Bolivia,1101,2013,70%,U.S.A.,3,Trinitario,Bolivia,37.09024,-95.712891
Castronovo,Conacado,1101,2013,73%,U.S.A.,3.5,Trinitario,Dominican Republic,37.09024,-95.712891
Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Criollo,Peru,37.09024,-95.712891
Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25, ,Venezuela,37.09024,-95.712891
Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Trinitario,Nicaragua,37.09024,-95.712891
Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru,37.09024,-95.712891
Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3, ,Venezuela,37.09024,-95.712891
Cello,Ecuador,1247,2014,70%,U.S.A.,2.5, ,Ecuador,37.09024,-95.712891
Cello,Peru,1247,2014,70%,U.S.A.,2.75, ,Peru,37.09024,-95.712891
Cello,Venezuela,1251,2014,70%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Cello,Bolivia,1251,2014,70%,U.S.A.,3, ,Bolivia,37.09024,-95.712891
Cemoi,Equateur,404,2009,72%,France,2.75, ,Ecuador,46.227638,2.213749
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda,56.130366,-106.346771
Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25, ,Belize,37.09024,-95.712891
Chchukululu (Tulicorp),Arriba,486,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Chchukululu (Tulicorp),Los Rios,252,2008,75%,Ecuador,3,Forastero (Arriba),Ecuador,-1.831239,-78.18340599999999
Chequessett,la Amistad,1235,2014,70%,U.S.A.,3.5, ,Costa Rica,37.09024,-95.712891
Chloe Chocolat,Blend No. 1,672,2011,70%,France,3.5, , ,46.227638,2.213749
Chocablog,Ecuador,1454,2015,70%,U.K.,3.25, ,Ecuador,55.378051,-3.435973
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3,Trinitario,Belize,51.165691,10.451526
Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Trinitario,Belize,51.165691,10.451526
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Trinitario,Vietnam,35.907757,127.766922
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70%,South Korea,3.5,Trinitario,Malaysia,35.907757,127.766922
Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Criollo,Peru,55.378051,-3.435973
Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru,55.378051,-3.435973
Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.5, ,Dominican Republic,55.378051,-3.435973
Chocola'te,Madagascar,647,2011,70%,U.S.A.,3.75,Trinitario,Madagascar,37.09024,-95.712891
Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75, ,Venezuela,37.09024,-95.712891
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90%,U.S.A.,2.5, ,Peru,37.09024,-95.712891
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80%,U.S.A.,2.5, , ,37.09024,-95.712891
Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.5, ,Bolivia,37.09024,-95.712891
Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75, ,Uganda,37.09024,-95.712891
Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3,Criollo (Ocumare),Venezuela,37.09024,-95.712891
Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25, ,Ecuador,37.09024,-95.712891
Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75, ,Nicaragua,37.09024,-95.712891
Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75, ,Peru,37.09024,-95.712891
Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Trinitario,Dominican Republic,52.3666969,4.8945398
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68%,Amsterdam,3.5,Forastero,Congo,52.3666969,4.8945398
Chocolate Makers,"Peru, Awagum bar",1530,2015,80%,Amsterdam,3.75,Criollo,Peru,52.3666969,4.8945398
"Chocolate Tree, The",Maranon,1582,2015,69%,Scotland,3.75,Forastero (Nacional),Peru,56.49067119999999,-4.2026458
"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Trinitario,Venezuela,56.49067119999999,-4.2026458
"Chocolate Tree, The",Peru,1121,2013,70%,Scotland,3.75,Forastero (Nacional),Peru,56.49067119999999,-4.2026458
"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.5,Forastero (Arriba),Ecuador,56.49067119999999,-4.2026458
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru,56.49067119999999,-4.2026458
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar,56.49067119999999,-4.2026458
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Criollo,Mexico,56.130366,-106.346771
ChocoReko,Patanemo,1454,2015,77%,Japan,3,Criollo,Venezuela,36.204824,138.252924
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25, ,Mexico,56.130366,-106.346771
Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico,40.46366700000001,-3.74922
Chocovic,Sambirano,478,2010,71%,Spain,3.5,Trinitario,Madagascar,40.46366700000001,-3.74922
Chocovic,Kendari,439,2009,60%,Spain,3.25, , ,40.46366700000001,-3.74922
Chocovic,Tarakan,439,2009,75%,Spain,3.25, , ,40.46366700000001,-3.74922
Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela,40.46366700000001,-3.74922
Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.5,Forastero (Arriba),Ecuador,40.46366700000001,-3.74922
Chocovic,Guyave,117,2007,71%,Spain,2.5,Trinitario,Grenada,40.46366700000001,-3.74922
Chocovic,Maragda,117,2007,70%,Spain,3,Blend, ,40.46366700000001,-3.74922
Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5,Trinitario,Mexico,37.09024,-95.712891
Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5,Trinitario,Mexico,37.09024,-95.712891
Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela,56.130366,-106.346771
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Criollo,Mexico,56.130366,-106.346771
Choklat,Brazilian,377,2009,70%,Canada,3, ,Brazil,56.130366,-106.346771
Choklat,Brazilian,377,2009,80%,Canada,3, ,Brazil,56.130366,-106.346771
Choklat,Ocumare,377,2009,70%,Canada,3,Criollo,Venezuela,56.130366,-106.346771
Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75, ,Martinique,14.641528,-61.024174
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25, ,Mexico,56.130366,-106.346771
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68%,Canada,3.75,Forastero (Nacional),Peru,56.130366,-106.346771
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3,Criollo,Venezuela,37.09024,-95.712891
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela,37.09024,-95.712891
Claudio Corallo,Terreiro Velho P.,470,2010,73.5%,Sao Tome,3.75,Forastero,Sao Tome & Principe,0.3301924,6.733343
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3,Forastero,Sao Tome & Principe,0.3301924,6.733343
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4,Forastero,Sao Tome & Principe,0.3301924,6.733343
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1,Forastero,Sao Tome & Principe,0.3301924,6.733343
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25, ,Venezuela,-38.416097,-63.61667199999999
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela,-38.416097,-63.61667199999999
Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25, ,Bolivia,-38.416097,-63.61667199999999
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela,-38.416097,-63.61667199999999
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75,Forastero (Nacional),Ecuador,-38.416097,-63.61667199999999
Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam,37.09024,-95.712891
Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25,Forastero (Nacional),Ecuador,51.165691,10.451526
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Forastero,Ghana,51.165691,10.451526
Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5, ,Ecuador,51.165691,10.451526
Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Forastero,Sao Tome & Principe,51.165691,10.451526
Coppeneur,Madagascar,959,2012,70%,Germany,3.5,Trinitario,Madagascar,51.165691,10.451526
Coppeneur,Grenada,470,2010,72%,Germany,3.25,Trinitario,Grenada,51.165691,10.451526
Coppeneur,Chuao,478,2010,70%,Germany,3,Trinitario,Venezuela,51.165691,10.451526
Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.5,Nacional,Ecuador,51.165691,10.451526
Coppeneur,Trinidad,558,2010,72%,Germany,3,Trinitario,Trinidad,51.165691,10.451526
Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Trinitario,Jamaica,51.165691,10.451526
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela,51.165691,10.451526
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3,Criollo,Peru,51.165691,10.451526
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Criollo,Peru,51.165691,10.451526
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela,51.165691,10.451526
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela,51.165691,10.451526
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3,Criollo,Mexico,51.165691,10.451526
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3,Criollo (Porcelana),Venezuela,51.165691,10.451526
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3,Trinitario,Madagascar,51.165691,10.451526
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1, , ,50.503887,4.469936
Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea,-25.274398,133.775136
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu,-25.274398,133.775136
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania,-25.274398,133.775136
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Trinitario,Brazil,-25.274398,133.775136
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Trinitario,Fiji,-25.274398,133.775136
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu,-25.274398,133.775136
Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea,-25.274398,133.775136
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador,37.09024,-95.712891
Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75,Forastero (Nacional),Ecuador,37.09024,-95.712891
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75, ,Australia,-25.274398,133.775136
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25, ,Australia,-25.274398,133.775136
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75, ,Dominican Republic,37.09024,-95.712891
Damson,Robson Estate,1610,2015,70%,U.K.,3,Trinitario,Trinidad,55.378051,-3.435973
Damson,Los Rios,1610,2015,70%,U.K.,3.5, ,Ecuador,55.378051,-3.435973
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25, ,Grenada,55.378051,-3.435973
Damson,O'Payo,1666,2015,70%,U.K.,2.75, ,Nicaragua,55.378051,-3.435973
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75, , ,37.09024,-95.712891
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Trinitario,Belize,37.09024,-95.712891
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75, ,Liberia,37.09024,-95.712891
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela,37.09024,-95.712891
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5, ,Venezuela,37.09024,-95.712891
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5, ,Papua New Guinea,37.09024,-95.712891
Dandelion,Upala,805,2012,70%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25, ,Colombia,37.09024,-95.712891
Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar,37.09024,-95.712891
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania,37.09024,-95.712891
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25, ,Guatemala,15.783471,-90.23075899999999
Danta,Chuao,987,2012,75%,Guatemala,3,Trinitario,Venezuela,15.783471,-90.23075899999999
